name	target_chr	target_start	target_end	target_name	target_type
240905_HPC_screen_guide_4037	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4038	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4039	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4040	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4041	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4042	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4043	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4044	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4045	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4046	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4047	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4048	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4049	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4050	chr1	43524279	43524580	chr1:43524279-43524580	enh
240905_HPC_screen_guide_4051	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4052	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4053	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4054	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4055	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4056	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4057	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4058	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4059	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4060	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4061	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4062	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4063	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4064	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4065	chr1	43534056	43534357	chr1:43534056-43534357	enh
240905_HPC_screen_guide_4066	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4067	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4068	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4069	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4070	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4071	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4072	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4073	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4074	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4075	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4076	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4077	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4078	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4079	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4080	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4081	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4082	chr1	43535460	43535761	chr1:43535460-43535761	enh
240905_HPC_screen_guide_4083	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4084	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4085	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4086	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4087	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4088	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4089	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4090	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4091	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4092	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4093	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4094	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4095	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4096	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4097	chr1	43539336	43539637	chr1:43539336-43539637	enh
240905_HPC_screen_guide_4098	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4099	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4100	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4101	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4102	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4103	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4104	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4105	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4106	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4107	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4108	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4109	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4110	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4111	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4112	chr1	43567842	43568143	chr1:43567842-43568143	enh
240905_HPC_screen_guide_4113	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4114	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4115	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4116	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4117	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4118	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4119	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4120	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4121	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4122	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4123	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4124	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4125	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4126	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4127	chr1	43595267	43595568	chr1:43595267-43595568	enh
240905_HPC_screen_guide_4128	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4129	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4130	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4131	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4132	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4133	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4134	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4135	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4136	chr1	43609082	43609383	chr1:43609082-43609383	enh
240905_HPC_screen_guide_4137	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4138	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4139	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4140	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4141	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4142	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4143	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4144	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4145	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4146	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4147	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4148	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4149	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4150	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4151	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4152	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4153	chr1	43609331	43609632	chr1:43609331-43609632	enh
240905_HPC_screen_guide_4154	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4155	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4156	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4157	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4158	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4159	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4160	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4161	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4162	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4163	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4164	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4165	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4166	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4167	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4168	chr1	43613343	43613843	FAM183A_TSS	tss_control
240905_HPC_screen_guide_4169	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4170	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4171	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4172	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4173	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4174	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4175	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4176	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4177	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4178	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4179	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4180	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4181	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4182	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4183	chr1	43637750	43638250	CFAP57_TSS	tss_control
240905_HPC_screen_guide_4184	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4185	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4186	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4187	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4188	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4189	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4190	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4191	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4192	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4193	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4194	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4195	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4196	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4197	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4198	chr1	43643354	43643655	chr1:43643354-43643655	enh
240905_HPC_screen_guide_4199	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4200	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4201	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4202	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4203	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4204	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4205	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4206	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4207	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4208	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4209	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4210	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4211	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4212	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4213	chr1	43672528	43672829	chr1:43672528-43672829	enh
240905_HPC_screen_guide_4214	chr1	43673020	43673321	chr1:43673020-43673321	enh
240905_HPC_screen_guide_4215	chr1	43673020	43673321	chr1:43673020-43673321	enh
240905_HPC_screen_guide_4216	chr1	43673020	43673321	chr1:43673020-43673321	enh
240905_HPC_screen_guide_4217	chr1	43673020	43673321	chr1:43673020-43673321	enh
240905_HPC_screen_guide_4218	chr1	43673020	43673321	chr1:43673020-43673321	enh
240905_HPC_screen_guide_4219	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4220	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4221	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4222	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4223	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4224	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4225	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4226	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4227	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4228	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4229	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4230	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4231	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4232	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4233	chr1	43691936	43692237	chr1:43691936-43692237	enh
240905_HPC_screen_guide_4234	chr1	43692927	43693228	chr1:43692927-43693228	enh
240905_HPC_screen_guide_4235	chr1	43692970	43693271	chr1:43692970-43693271	enh
240905_HPC_screen_guide_4236	chr1	43692948	43693249	chr1:43692948-43693249	enh
240905_HPC_screen_guide_4237	chr1	43692948	43693249	chr1:43692948-43693249	enh
240905_HPC_screen_guide_4238	chr1	43692948	43693249	chr1:43692948-43693249	enh
240905_HPC_screen_guide_4239	chr1	43692948	43693249	chr1:43692948-43693249	enh
240905_HPC_screen_guide_4240	chr1	43692970	43693271	chr1:43692970-43693271	enh
240905_HPC_screen_guide_4241	chr1	43692927	43693228	chr1:43692927-43693228	enh
240905_HPC_screen_guide_4242	chr1	43692927	43693228	chr1:43692927-43693228	enh
240905_HPC_screen_guide_4243	chr1	43692948	43693249	chr1:43692948-43693249	enh
240905_HPC_screen_guide_4244	chr1	43692970	43693271	chr1:43692970-43693271	enh
240905_HPC_screen_guide_4245	chr1	43692927	43693228	chr1:43692927-43693228	enh
240905_HPC_screen_guide_4246	chr1	43692948	43693249	chr1:43692948-43693249	enh
240905_HPC_screen_guide_4247	chr1	43692927	43693228	chr1:43692927-43693228	enh
240905_HPC_screen_guide_4248	chr1	43692927	43693228	chr1:43692927-43693228	enh
240905_HPC_screen_guide_4249	chr1	43692948	43693249	chr1:43692948-43693249	enh
240905_HPC_screen_guide_4250	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4251	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4252	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4253	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4254	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4255	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4256	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4257	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4258	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4259	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4260	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4261	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4262	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4263	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4264	chr1	43694009	43694310	chr1:43694009-43694310	enh
240905_HPC_screen_guide_4265	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4266	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4267	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4268	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4269	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4270	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4271	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4272	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4273	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4274	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4275	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4276	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4277	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4278	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4279	chr1	43696087	43696388	chr1:43696087-43696388	enh
240905_HPC_screen_guide_4280	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4281	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4282	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4283	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4284	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4285	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4286	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4287	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4288	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4289	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4290	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4291	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4292	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4293	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4294	chr1	43703805	43704106	chr1:43703805-43704106	enh
240905_HPC_screen_guide_4295	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4296	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4297	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4298	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4299	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4300	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4301	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4302	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4303	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4304	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4305	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4306	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4307	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4308	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4309	chr1	43735414	43735914	TMEM125_TSS	tss_control
240905_HPC_screen_guide_4310	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4311	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4312	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4313	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4314	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4315	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4316	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4317	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4318	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4319	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4320	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4321	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4322	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4323	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4324	chr1	43748071	43748372	chr1:43748071-43748372	enh
240905_HPC_screen_guide_4325	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4326	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4327	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4328	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4329	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4330	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4331	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4332	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4333	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4334	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4335	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4336	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4337	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4338	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4339	chr1	43751000	43751500	C1orf210_TSS	tss_control
240905_HPC_screen_guide_4340	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4341	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4342	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4343	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4344	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4345	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4346	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4347	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4348	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4349	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4350	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4351	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4352	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4353	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4354	chr1	43759530	43759831	chr1:43759530-43759831	enh
240905_HPC_screen_guide_4355	chr1	43761342	43761643	chr1:43761342-43761643	enh
240905_HPC_screen_guide_4356	chr1	43761342	43761643	chr1:43761342-43761643	enh
240905_HPC_screen_guide_4357	chr1	43761342	43761643	chr1:43761342-43761643	enh
240905_HPC_screen_guide_4358	chr1	43761342	43761643	chr1:43761342-43761643	enh
240905_HPC_screen_guide_4359	chr1	43761373	43761674	chr1:43761373-43761674	enh
240905_HPC_screen_guide_4360	chr1	43761373	43761674	chr1:43761373-43761674	enh
240905_HPC_screen_guide_4361	chr1	43761373	43761674	chr1:43761373-43761674	enh
