grna_target	response_id
240905_HPC_screen_guide_12843	chr5:123214850-123215151
240905_HPC_screen_guide_12844	chr5:123214850-123215151
240905_HPC_screen_guide_12845	chr5:123272945-123273246
240905_HPC_screen_guide_12846	chr5:123272959-123273260
240905_HPC_screen_guide_12847	chr5:123272945-123273246
240905_HPC_screen_guide_12848	chr5:123272945-123273246
240905_HPC_screen_guide_12849	chr5:123272959-123273260
240905_HPC_screen_guide_12850	chr5:123272945-123273246
240905_HPC_screen_guide_12851	chr5:123272945-123273246
240905_HPC_screen_guide_12852	chr5:123272945-123273246
240905_HPC_screen_guide_12853	chr5:123272959-123273260
240905_HPC_screen_guide_12854	chr5:123272959-123273260
240905_HPC_screen_guide_12855	chr5:123272945-123273246
240905_HPC_screen_guide_12856	chr5:123272945-123273246
240905_HPC_screen_guide_12857	chr5:123272945-123273246
240905_HPC_screen_guide_12858	chr5:123272945-123273246
240905_HPC_screen_guide_12859	chr5:123272945-123273246
240905_HPC_screen_guide_12860	chr5:123570026-123570327
240905_HPC_screen_guide_12861	chr5:123570026-123570327
240905_HPC_screen_guide_12862	chr5:123570026-123570327
240905_HPC_screen_guide_12863	chr5:123570026-123570327
240905_HPC_screen_guide_12864	chr5:123570026-123570327
240905_HPC_screen_guide_12865	chr5:123570026-123570327
240905_HPC_screen_guide_12866	chr5:123570026-123570327
240905_HPC_screen_guide_12867	chr5:123570026-123570327
240905_HPC_screen_guide_12868	chr5:123599576-123599877
240905_HPC_screen_guide_12869	chr5:123599668-123599969
240905_HPC_screen_guide_12870	chr5:123599576-123599877
240905_HPC_screen_guide_12871	chr5:123599576-123599877
240905_HPC_screen_guide_12872	chr5:123599576-123599877
240905_HPC_screen_guide_12873	chr5:123599576-123599877
240905_HPC_screen_guide_12874	chr5:123599576-123599877
240905_HPC_screen_guide_12875	chr5:123599576-123599877
240905_HPC_screen_guide_12876	chr5:123599586-123599887
240905_HPC_screen_guide_12877	chr5:123599586-123599887
240905_HPC_screen_guide_12878	chr5:123599586-123599887
240905_HPC_screen_guide_12879	chr5:123599586-123599887
240905_HPC_screen_guide_12880	chr5:123599586-123599887
240905_HPC_screen_guide_12881	chr5:123599586-123599887
240905_HPC_screen_guide_12882	chr5:123599586-123599887
240905_HPC_screen_guide_12883	chr5:123599668-123599969
240905_HPC_screen_guide_12884	chr5:123599668-123599969
240905_HPC_screen_guide_12885	chr5:123599668-123599969
240905_HPC_screen_guide_12886	chr5:123599668-123599969
240905_HPC_screen_guide_12887	chr5:123599668-123599969
240905_HPC_screen_guide_12888	chr5:123613959-123614260
240905_HPC_screen_guide_12889	chr5:123613959-123614260
240905_HPC_screen_guide_12890	chr5:123613959-123614260
240905_HPC_screen_guide_12891	chr5:123613959-123614260
240905_HPC_screen_guide_12892	chr5:123613959-123614260
240905_HPC_screen_guide_12893	chr5:123613959-123614260
240905_HPC_screen_guide_12894	chr5:123613959-123614260
240905_HPC_screen_guide_12895	chr5:123613959-123614260
240905_HPC_screen_guide_12896	chr5:123613959-123614260
240905_HPC_screen_guide_12897	chr5:123613959-123614260
240905_HPC_screen_guide_12898	chr5:123613959-123614260
240905_HPC_screen_guide_12899	chr5:123613959-123614260
240905_HPC_screen_guide_12900	chr5:123613959-123614260
240905_HPC_screen_guide_12901	chr5:123613959-123614260
240905_HPC_screen_guide_12902	chr5:123613959-123614260
240905_HPC_screen_guide_12903	chr5:123625303-123625604
240905_HPC_screen_guide_12904	chr5:123625303-123625604
240905_HPC_screen_guide_12905	chr5:123625303-123625604
240905_HPC_screen_guide_12906	chr5:123625303-123625604
240905_HPC_screen_guide_12907	chr5:123625303-123625604
240905_HPC_screen_guide_12908	chr5:123625414-123625715
240905_HPC_screen_guide_12909	chr5:123625414-123625715
240905_HPC_screen_guide_12910	chr5:123625303-123625604
240905_HPC_screen_guide_12911	chr5:123625303-123625604
240905_HPC_screen_guide_12912	chr5:123625414-123625715
240905_HPC_screen_guide_12913	chr5:123625303-123625604
240905_HPC_screen_guide_12914	chr5:123625303-123625604
240905_HPC_screen_guide_12915	chr5:123625303-123625604
240905_HPC_screen_guide_12916	chr5:123625303-123625604
240905_HPC_screen_guide_12917	chr5:123625303-123625604
240905_HPC_screen_guide_12918	chr5:123625414-123625715
240905_HPC_screen_guide_12919	chr5:123625414-123625715
240905_HPC_screen_guide_12920	chr5:123625414-123625715
240905_HPC_screen_guide_12921	chr5:123645373-123645674
240905_HPC_screen_guide_12922	chr5:123645373-123645674
240905_HPC_screen_guide_12923	chr5:123645373-123645674
240905_HPC_screen_guide_12924	chr5:123645373-123645674
240905_HPC_screen_guide_12925	chr5:123645373-123645674
240905_HPC_screen_guide_12926	chr5:123645373-123645674
240905_HPC_screen_guide_12927	chr5:123645373-123645674
240905_HPC_screen_guide_12928	chr5:123645373-123645674
240905_HPC_screen_guide_12929	chr5:123645373-123645674
240905_HPC_screen_guide_12930	chr5:123645373-123645674
240905_HPC_screen_guide_12931	chr5:123645373-123645674
240905_HPC_screen_guide_12932	chr5:123645373-123645674
240905_HPC_screen_guide_12933	chr5:123645373-123645674
240905_HPC_screen_guide_12934	chr5:123645373-123645674
240905_HPC_screen_guide_12935	chr5:123645373-123645674
240905_HPC_screen_guide_12936	chr5:123663907-123664208
240905_HPC_screen_guide_12937	chr5:123663907-123664208
240905_HPC_screen_guide_12938	chr5:123663907-123664208
240905_HPC_screen_guide_12939	chr5:123663907-123664208
240905_HPC_screen_guide_12940	chr5:123663907-123664208
240905_HPC_screen_guide_12941	chr5:123663907-123664208
240905_HPC_screen_guide_12942	chr5:123663907-123664208
240905_HPC_screen_guide_12943	chr5:123663907-123664208
240905_HPC_screen_guide_12944	chr5:123663907-123664208
240905_HPC_screen_guide_12945	chr5:123663907-123664208
240905_HPC_screen_guide_12946	chr5:123663907-123664208
240905_HPC_screen_guide_12947	chr5:123663907-123664208
240905_HPC_screen_guide_12948	chr5:123663907-123664208
240905_HPC_screen_guide_12949	chr5:123663907-123664208
240905_HPC_screen_guide_12950	chr5:123663907-123664208
240905_HPC_screen_guide_12951	chr5:123712454-123712755
240905_HPC_screen_guide_12952	chr5:123712454-123712755
240905_HPC_screen_guide_12953	chr5:123712454-123712755
240905_HPC_screen_guide_12954	chr5:123712454-123712755
240905_HPC_screen_guide_12955	chr5:123712454-123712755
240905_HPC_screen_guide_12956	chr5:123712454-123712755
240905_HPC_screen_guide_12957	chr5:123712454-123712755
240905_HPC_screen_guide_12958	chr5:123712454-123712755
240905_HPC_screen_guide_12959	chr5:123812708-123813009
240905_HPC_screen_guide_12960	chr5:123812708-123813009
240905_HPC_screen_guide_12961	chr5:123812708-123813009
240905_HPC_screen_guide_12962	chr5:123812708-123813009
240905_HPC_screen_guide_12963	chr5:123812708-123813009
240905_HPC_screen_guide_12964	chr5:123812708-123813009
240905_HPC_screen_guide_12965	chr5:123812708-123813009
240905_HPC_screen_guide_12966	chr5:123812708-123813009
240905_HPC_screen_guide_12967	chr5:123812708-123813009
240905_HPC_screen_guide_12968	chr5:123812708-123813009
240905_HPC_screen_guide_12969	chr5:123812708-123813009
240905_HPC_screen_guide_12970	chr5:123812708-123813009
240905_HPC_screen_guide_12971	chr5:123812708-123813009
240905_HPC_screen_guide_12972	chr5:123812708-123813009
240905_HPC_screen_guide_12973	chr5:123812708-123813009
240905_HPC_screen_guide_12974	chr5:123827904-123828205
240905_HPC_screen_guide_12975	chr5:123827904-123828205
240905_HPC_screen_guide_12976	chr5:123827904-123828205
240905_HPC_screen_guide_12977	chr5:123827904-123828205
240905_HPC_screen_guide_12978	chr5:123827904-123828205
240905_HPC_screen_guide_12979	chr5:123827904-123828205
240905_HPC_screen_guide_12980	chr5:123827904-123828205
240905_HPC_screen_guide_12981	chr5:123827904-123828205
240905_HPC_screen_guide_12982	chr5:123827904-123828205
240905_HPC_screen_guide_12983	chr5:123827904-123828205
240905_HPC_screen_guide_12984	chr5:123827904-123828205
240905_HPC_screen_guide_12985	chr5:123827904-123828205
240905_HPC_screen_guide_12986	chr5:123827904-123828205
240905_HPC_screen_guide_12987	chr5:123827904-123828205
240905_HPC_screen_guide_12988	chr5:123827904-123828205
240905_HPC_screen_guide_12989	chr5:123908718-123909019
240905_HPC_screen_guide_12990	chr5:123908718-123909019
240905_HPC_screen_guide_12991	chr5:123908718-123909019
240905_HPC_screen_guide_12992	chr5:123908718-123909019
240905_HPC_screen_guide_12993	chr5:123908718-123909019
240905_HPC_screen_guide_12994	chr5:123908718-123909019
240905_HPC_screen_guide_12995	chr5:123908718-123909019
240905_HPC_screen_guide_12996	chr5:123908718-123909019
240905_HPC_screen_guide_12997	chr5:123908718-123909019
240905_HPC_screen_guide_12998	chr5:123908718-123909019
240905_HPC_screen_guide_12999	chr5:123908718-123909019
240905_HPC_screen_guide_13000	chr5:123908718-123909019
240905_HPC_screen_guide_13001	chr5:123908718-123909019
240905_HPC_screen_guide_13002	chr5:123908718-123909019
240905_HPC_screen_guide_13003	chr5:123908718-123909019
240905_HPC_screen_guide_13004	chr5:123909513-123909814
240905_HPC_screen_guide_13005	chr5:123909513-123909814
240905_HPC_screen_guide_13006	chr5:123909513-123909814
240905_HPC_screen_guide_13007	chr5:123909513-123909814
240905_HPC_screen_guide_13008	chr5:123909513-123909814
240905_HPC_screen_guide_13009	chr5:123909513-123909814
240905_HPC_screen_guide_13010	chr5:123909513-123909814
240905_HPC_screen_guide_13011	chr5:123909513-123909814
240905_HPC_screen_guide_13012	chr5:123909513-123909814
240905_HPC_screen_guide_13013	chr5:123909513-123909814
240905_HPC_screen_guide_13014	chr5:123909513-123909814
240905_HPC_screen_guide_13015	chr5:123909513-123909814
240905_HPC_screen_guide_13016	chr5:123916740-123917041
240905_HPC_screen_guide_13017	chr5:123916740-123917041
240905_HPC_screen_guide_13018	chr5:123916761-123917062
240905_HPC_screen_guide_13019	chr5:123916748-123917049
240905_HPC_screen_guide_13020	chr5:123916740-123917041
240905_HPC_screen_guide_13021	chr5:123916740-123917041
240905_HPC_screen_guide_13022	chr5:123916748-123917049
240905_HPC_screen_guide_13023	chr5:123916740-123917041
240905_HPC_screen_guide_13024	chr5:123916740-123917041
240905_HPC_screen_guide_13025	chr5:123916740-123917041
240905_HPC_screen_guide_13026	chr5:123916740-123917041
240905_HPC_screen_guide_13027	chr5:123916740-123917041
240905_HPC_screen_guide_13028	chr5:123916761-123917062
240905_HPC_screen_guide_13029	chr5:123916748-123917049
240905_HPC_screen_guide_13030	chr5:123916748-123917049
240905_HPC_screen_guide_13031	chr5:123932775-123933076
240905_HPC_screen_guide_13032	chr5:123932775-123933076
240905_HPC_screen_guide_13033	chr5:123932775-123933076
240905_HPC_screen_guide_13034	chr5:123932775-123933076
240905_HPC_screen_guide_13035	chr5:123932775-123933076
240905_HPC_screen_guide_13036	chr5:123932775-123933076
240905_HPC_screen_guide_13037	chr5:123932775-123933076
240905_HPC_screen_guide_13038	chr5:123932775-123933076
240905_HPC_screen_guide_13039	chr5:123932775-123933076
240905_HPC_screen_guide_13040	chr5:123932775-123933076
240905_HPC_screen_guide_13041	chr5:123932775-123933076
240905_HPC_screen_guide_13042	chr5:123932775-123933076
240905_HPC_screen_guide_13043	chr5:123932775-123933076
240905_HPC_screen_guide_13044	chr5:123964764-123965065
240905_HPC_screen_guide_13045	chr5:123964764-123965065
240905_HPC_screen_guide_13046	chr5:123964764-123965065
240905_HPC_screen_guide_13047	chr5:123964764-123965065
240905_HPC_screen_guide_13048	chr5:123964764-123965065
240905_HPC_screen_guide_13049	chr5:123964764-123965065
240905_HPC_screen_guide_13050	chr5:123964764-123965065
240905_HPC_screen_guide_13051	chr5:123964764-123965065
240905_HPC_screen_guide_13052	chr5:123964764-123965065
240905_HPC_screen_guide_13053	chr5:123964764-123965065
240905_HPC_screen_guide_13054	chr5:123964764-123965065
240905_HPC_screen_guide_13055	chr5:123964764-123965065
240905_HPC_screen_guide_13056	chr5:123964764-123965065
240905_HPC_screen_guide_13057	chr5:123964764-123965065
240905_HPC_screen_guide_13058	chr5:123964764-123965065
240905_HPC_screen_guide_13059	chr5:123964914-123965215
240905_HPC_screen_guide_13060	chr5:123964914-123965215
240905_HPC_screen_guide_13061	chr5:123964914-123965215
240905_HPC_screen_guide_13062	chr5:123964914-123965215
240905_HPC_screen_guide_13063	chr5:123964914-123965215
240905_HPC_screen_guide_13064	chr5:123964914-123965215
240905_HPC_screen_guide_13065	chr5:123967797-123968098
240905_HPC_screen_guide_13066	chr5:123967797-123968098
240905_HPC_screen_guide_13067	chr5:123967797-123968098
240905_HPC_screen_guide_13068	chr5:123967797-123968098
240905_HPC_screen_guide_13069	chr5:123967797-123968098
240905_HPC_screen_guide_13070	chr5:123967797-123968098
240905_HPC_screen_guide_13071	chr5:123967797-123968098
240905_HPC_screen_guide_13072	chr5:123967797-123968098
240905_HPC_screen_guide_13073	chr5:123967797-123968098
240905_HPC_screen_guide_13074	chr5:123967797-123968098
240905_HPC_screen_guide_13075	chr5:123967797-123968098
240905_HPC_screen_guide_13076	chr5:123967797-123968098
240905_HPC_screen_guide_13077	chr5:123967797-123968098
240905_HPC_screen_guide_13078	chr5:123967797-123968098
240905_HPC_screen_guide_13079	chr5:123967797-123968098
240905_HPC_screen_alt_TSS_guides_46	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_47	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_48	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_49	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_50	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_51	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_52	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_53	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_54	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_55	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_56	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_57	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_58	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_59	ZNF608_alt_TSS
240905_HPC_screen_alt_TSS_guides_60	ZNF608_alt_TSS
240905_HPC_screen_guide_13095	chr5:124088828-124089129
240905_HPC_screen_guide_13096	chr5:124088828-124089129
240905_HPC_screen_guide_13097	chr5:124088828-124089129
240905_HPC_screen_guide_13098	chr5:124088828-124089129
240905_HPC_screen_guide_13099	chr5:124088828-124089129
240905_HPC_screen_guide_13100	chr5:124142220-124142521
240905_HPC_screen_guide_13101	chr5:124142220-124142521
240905_HPC_screen_guide_13102	chr5:124142220-124142521
240905_HPC_screen_guide_13103	chr5:124142220-124142521
240905_HPC_screen_guide_13104	chr5:124142220-124142521
240905_HPC_screen_guide_13105	chr5:124142220-124142521
240905_HPC_screen_guide_13106	chr5:124142220-124142521
240905_HPC_screen_guide_13107	chr5:124142220-124142521
240905_HPC_screen_guide_13108	chr5:124142220-124142521
240905_HPC_screen_guide_13109	chr5:124142220-124142521
240905_HPC_screen_guide_13110	chr5:124142220-124142521
240905_HPC_screen_guide_13111	chr5:124142220-124142521
240905_HPC_screen_guide_13112	chr5:124142220-124142521
240905_HPC_screen_guide_13113	chr5:124142220-124142521
240905_HPC_screen_guide_13114	chr5:124142220-124142521
240905_HPC_screen_guide_13115	chr5:124223866-124224167
240905_HPC_screen_guide_13116	chr5:124223866-124224167
240905_HPC_screen_guide_13117	chr5:124223871-124224172
240905_HPC_screen_guide_13118	chr5:124223866-124224167
240905_HPC_screen_guide_13119	chr5:124223866-124224167
240905_HPC_screen_guide_13120	chr5:124223866-124224167
240905_HPC_screen_guide_13121	chr5:124223866-124224167
240905_HPC_screen_guide_13122	chr5:124223866-124224167
240905_HPC_screen_guide_13123	chr5:124223866-124224167
240905_HPC_screen_guide_13124	chr5:124223866-124224167
240905_HPC_screen_guide_13125	chr5:124223866-124224167
240905_HPC_screen_guide_13126	chr5:124223866-124224167
240905_HPC_screen_guide_13127	chr5:124223866-124224167
240905_HPC_screen_guide_13128	chr5:124223866-124224167
240905_HPC_screen_guide_13129	chr5:124223866-124224167
240905_HPC_screen_guide_13130	chr5:124224955-124225256
240905_HPC_screen_guide_13131	chr5:124224955-124225256
240905_HPC_screen_guide_13132	chr5:124224955-124225256
240905_HPC_screen_guide_13133	chr5:124224955-124225256
240905_HPC_screen_guide_13134	chr5:124224955-124225256
240905_HPC_screen_guide_13135	chr5:124224955-124225256
240905_HPC_screen_guide_13136	chr5:124224955-124225256
240905_HPC_screen_guide_13137	chr5:124224955-124225256
240905_HPC_screen_guide_13138	chr5:124224955-124225256
240905_HPC_screen_guide_13139	chr5:124224955-124225256
240905_HPC_screen_guide_13140	chr5:124224955-124225256
240905_HPC_screen_guide_13141	chr5:124224955-124225256
240905_HPC_screen_guide_13142	chr5:124224955-124225256
240905_HPC_screen_guide_13143	chr5:124224955-124225256
240905_HPC_screen_guide_13144	chr5:124242108-124242409
240905_HPC_screen_guide_13145	chr5:124242115-124242416
240905_HPC_screen_guide_13146	chr5:124242108-124242409
240905_HPC_screen_guide_13147	chr5:124242108-124242409
240905_HPC_screen_guide_13148	chr5:124242115-124242416
240905_HPC_screen_guide_13149	chr5:124242108-124242409
240905_HPC_screen_guide_13150	chr5:124242108-124242409
240905_HPC_screen_guide_13151	chr5:124242108-124242409
240905_HPC_screen_guide_13152	chr5:124242108-124242409
240905_HPC_screen_guide_13153	chr5:124242115-124242416
240905_HPC_screen_guide_13154	chr5:124242108-124242409
240905_HPC_screen_guide_13155	chr5:124242108-124242409
240905_HPC_screen_guide_13156	chr5:124242108-124242409
240905_HPC_screen_guide_13157	chr5:124242108-124242409
240905_HPC_screen_guide_13158	chr5:124242108-124242409
240905_HPC_screen_guide_13159	chr5:124244667-124244968
240905_HPC_screen_guide_13160	chr5:124244667-124244968
240905_HPC_screen_guide_13161	chr5:124244667-124244968
240905_HPC_screen_guide_13162	chr5:124244667-124244968
240905_HPC_screen_guide_13163	chr5:124244667-124244968
240905_HPC_screen_guide_13164	chr5:124244667-124244968
240905_HPC_screen_guide_13165	chr5:124257995-124258296
240905_HPC_screen_guide_13166	chr5:124257995-124258296
240905_HPC_screen_guide_13167	chr5:124257995-124258296
240905_HPC_screen_guide_13168	chr5:124257995-124258296
240905_HPC_screen_guide_13169	chr5:124257995-124258296
240905_HPC_screen_guide_13170	chr5:124257995-124258296
240905_HPC_screen_guide_13171	chr5:124258008-124258309
240905_HPC_screen_guide_13172	chr5:124257995-124258296
240905_HPC_screen_guide_13173	chr5:124257995-124258296
240905_HPC_screen_guide_13174	chr5:124258008-124258309
240905_HPC_screen_guide_13175	chr5:124257995-124258296
240905_HPC_screen_guide_13176	chr5:124257995-124258296
240905_HPC_screen_guide_13177	chr5:124257995-124258296
240905_HPC_screen_guide_13178	chr5:124257995-124258296
240905_HPC_screen_guide_13179	chr5:124257995-124258296
240905_HPC_screen_guide_13180	chr5:124258008-124258309
240905_HPC_screen_guide_13181	chr5:124258258-124258559
240905_HPC_screen_guide_13182	chr5:124258258-124258559
240905_HPC_screen_guide_13183	chr5:124258258-124258559
240905_HPC_screen_guide_13184	chr5:124258258-124258559
240905_HPC_screen_guide_13185	chr5:124258258-124258559
240905_HPC_screen_guide_13186	chr5:124258258-124258559
240905_HPC_screen_guide_13187	chr5:124258258-124258559
240905_HPC_screen_guide_13188	chr5:124258258-124258559
240905_HPC_screen_guide_13189	chr5:124258258-124258559
240905_HPC_screen_guide_13190	chr5:124258258-124258559
240905_HPC_screen_guide_13191	chr5:124258258-124258559
240905_HPC_screen_guide_13192	chr5:124258258-124258559
240905_HPC_screen_guide_13193	chr5:124258258-124258559
240905_HPC_screen_guide_13194	chr5:124258258-124258559
240905_HPC_screen_guide_13195	chr5:124298482-124298783
240905_HPC_screen_guide_13196	chr5:124298482-124298783
240905_HPC_screen_guide_13197	chr5:124298482-124298783
240905_HPC_screen_guide_13198	chr5:124298482-124298783
240905_HPC_screen_guide_13199	chr5:124298482-124298783
240905_HPC_screen_guide_13200	chr5:124298482-124298783
240905_HPC_screen_guide_13201	chr5:124298482-124298783
240905_HPC_screen_guide_13202	chr5:124298482-124298783
240905_HPC_screen_guide_13203	chr5:124298482-124298783
240905_HPC_screen_guide_13204	chr5:124298482-124298783
240905_HPC_screen_guide_13205	chr5:124298482-124298783
240905_HPC_screen_guide_13206	chr5:124298482-124298783
240905_HPC_screen_guide_13207	chr5:124298482-124298783
240905_HPC_screen_guide_13208	chr5:124298482-124298783
240905_HPC_screen_guide_13209	chr5:124298482-124298783
240905_HPC_screen_guide_13210	chr5:124299006-124299307
240905_HPC_screen_guide_13211	chr5:124299006-124299307
240905_HPC_screen_guide_13212	chr5:124299006-124299307
240905_HPC_screen_guide_13213	chr5:124299006-124299307
240905_HPC_screen_guide_13214	chr5:124299006-124299307
240905_HPC_screen_guide_13215	chr5:124299006-124299307
240905_HPC_screen_guide_13216	chr5:124299006-124299307
240905_HPC_screen_guide_13217	chr5:124299006-124299307
240905_HPC_screen_guide_13218	chr5:124299006-124299307
240905_HPC_screen_guide_13219	chr5:124299006-124299307
240905_HPC_screen_guide_13220	chr5:124299006-124299307
240905_HPC_screen_guide_13221	chr5:124299006-124299307
240905_HPC_screen_guide_13222	chr5:124299006-124299307
240905_HPC_screen_guide_13223	chr5:124299006-124299307
240905_HPC_screen_guide_13224	chr5:124299006-124299307
240905_HPC_screen_guide_13225	chr5:124308232-124308533
240905_HPC_screen_guide_13226	chr5:124308232-124308533
240905_HPC_screen_guide_13227	chr5:124308232-124308533
240905_HPC_screen_guide_13228	chr5:124308232-124308533
240905_HPC_screen_guide_13229	chr5:124308232-124308533
240905_HPC_screen_guide_13230	chr5:124308460-124308761
240905_HPC_screen_guide_13231	chr5:124308460-124308761
240905_HPC_screen_guide_13232	chr5:124308460-124308761
240905_HPC_screen_guide_13233	chr5:124308460-124308761
240905_HPC_screen_guide_13234	chr5:124308460-124308761
240905_HPC_screen_guide_13235	chr5:124308460-124308761
240905_HPC_screen_guide_13236	chr5:124308460-124308761
240905_HPC_screen_guide_13237	chr5:124308460-124308761
240905_HPC_screen_guide_13238	chr5:124308460-124308761
240905_HPC_screen_guide_13239	chr5:124308460-124308761
240905_HPC_screen_guide_13240	chr5:124308460-124308761
240905_HPC_screen_guide_13241	chr5:124308460-124308761
240905_HPC_screen_guide_13242	chr5:124308460-124308761
240905_HPC_screen_guide_13243	chr5:124308460-124308761
240905_HPC_screen_guide_13244	chr5:124314916-124315217
240905_HPC_screen_guide_13245	chr5:124314918-124315219
240905_HPC_screen_guide_13246	chr5:124314918-124315219
240905_HPC_screen_guide_13247	chr5:124314916-124315217
240905_HPC_screen_guide_13248	chr5:124314918-124315219
240905_HPC_screen_guide_13249	chr5:124314916-124315217
240905_HPC_screen_guide_13250	chr5:124314916-124315217
240905_HPC_screen_guide_13251	chr5:124314918-124315219
240905_HPC_screen_guide_13252	chr5:124314918-124315219
240905_HPC_screen_guide_13253	chr5:124314916-124315217
240905_HPC_screen_guide_13254	chr5:124314918-124315219
240905_HPC_screen_guide_13255	chr5:124314927-124315228
240905_HPC_screen_guide_13256	chr5:124314916-124315217
240905_HPC_screen_guide_13257	chr5:124314916-124315217
240905_HPC_screen_guide_13258	chr5:124316296-124316597
240905_HPC_screen_guide_13259	chr5:124316296-124316597
240905_HPC_screen_guide_13260	chr5:124316296-124316597
240905_HPC_screen_guide_13261	chr5:124316296-124316597
240905_HPC_screen_guide_13262	chr5:124316296-124316597
240905_HPC_screen_guide_13263	chr5:124316296-124316597
240905_HPC_screen_guide_13264	chr5:124316296-124316597
240905_HPC_screen_guide_13265	chr5:124316296-124316597
240905_HPC_screen_guide_13266	chr5:124316296-124316597
240905_HPC_screen_guide_13267	chr5:124316296-124316597
240905_HPC_screen_guide_13268	chr5:124316296-124316597
240905_HPC_screen_guide_13269	chr5:124316296-124316597
240905_HPC_screen_guide_13270	chr5:124316296-124316597
240905_HPC_screen_guide_13271	chr5:124341935-124342236
240905_HPC_screen_guide_13272	chr5:124341935-124342236
240905_HPC_screen_guide_13273	chr5:124341935-124342236
240905_HPC_screen_guide_13274	chr5:124341935-124342236
240905_HPC_screen_guide_13275	chr5:124341935-124342236
240905_HPC_screen_guide_13276	chr5:124341935-124342236
240905_HPC_screen_guide_13277	chr5:124341935-124342236
240905_HPC_screen_guide_13278	chr5:124341935-124342236
240905_HPC_screen_guide_13279	chr5:124341935-124342236
240905_HPC_screen_guide_13280	chr5:124341935-124342236
240905_HPC_screen_guide_13281	chr5:124341935-124342236
240905_HPC_screen_guide_13282	chr5:124341935-124342236
240905_HPC_screen_guide_13283	chr5:124341935-124342236
240905_HPC_screen_guide_13284	chr5:124341935-124342236
240905_HPC_screen_guide_13285	chr5:124341935-124342236
240905_HPC_screen_guide_13286	chr5:124363140-124363441
240905_HPC_screen_guide_13287	chr5:124363140-124363441
240905_HPC_screen_guide_13288	chr5:124363140-124363441
240905_HPC_screen_guide_13289	chr5:124363140-124363441
240905_HPC_screen_guide_13290	chr5:124363140-124363441
240905_HPC_screen_guide_13291	chr5:124363140-124363441
240905_HPC_screen_guide_13292	chr5:124363140-124363441
240905_HPC_screen_guide_13293	chr5:124363140-124363441
240905_HPC_screen_guide_13294	chr5:124363140-124363441
240905_HPC_screen_guide_13295	chr5:124363140-124363441
240905_HPC_screen_guide_13296	chr5:124363140-124363441
240905_HPC_screen_guide_13297	chr5:124363140-124363441
240905_HPC_screen_guide_13298	chr5:124526416-124526717
240905_HPC_screen_guide_13299	chr5:124526416-124526717
240905_HPC_screen_guide_13300	chr5:124526416-124526717
240905_HPC_screen_guide_13301	chr5:124526416-124526717
240905_HPC_screen_guide_13302	chr5:124526416-124526717
240905_HPC_screen_guide_13303	chr5:124526416-124526717
240905_HPC_screen_guide_13304	chr5:124526416-124526717
240905_HPC_screen_guide_13305	chr5:124526416-124526717
240905_HPC_screen_guide_13306	chr5:124526416-124526717
240905_HPC_screen_guide_13307	chr5:124526416-124526717
240905_HPC_screen_guide_13308	chr5:124526416-124526717
240905_HPC_screen_guide_13309	chr5:124526416-124526717
240905_HPC_screen_guide_13310	chr5:124526416-124526717
240905_HPC_screen_guide_13311	chr5:124526416-124526717
240905_HPC_screen_guide_13312	chr5:124526416-124526717
240905_HPC_screen_guide_13313	chr5:124536099-124536400
240905_HPC_screen_guide_13314	chr5:124536099-124536400
240905_HPC_screen_guide_13315	chr5:124536099-124536400
240905_HPC_screen_guide_13316	chr5:124536099-124536400
240905_HPC_screen_guide_13317	chr5:124536099-124536400
240905_HPC_screen_guide_13318	chr5:124536099-124536400
240905_HPC_screen_guide_13319	chr5:124536099-124536400
240905_HPC_screen_guide_13320	chr5:124536099-124536400
240905_HPC_screen_guide_13321	chr5:124536099-124536400
240905_HPC_screen_guide_13322	chr5:124536099-124536400
240905_HPC_screen_guide_13323	chr5:124536099-124536400
240905_HPC_screen_guide_13324	chr5:124536099-124536400
240905_HPC_screen_guide_13325	chr5:124536099-124536400
240905_HPC_screen_guide_13326	chr5:124536099-124536400
240905_HPC_screen_guide_13327	chr5:124536099-124536400
240905_HPC_screen_guide_13328	chr5:124536386-124536687
240905_HPC_screen_guide_13329	chr5:124536386-124536687
240905_HPC_screen_guide_13330	chr5:124536386-124536687
240905_HPC_screen_guide_13331	chr5:124536386-124536687
240905_HPC_screen_guide_13332	chr5:124536386-124536687
240905_HPC_screen_guide_13333	chr5:124536386-124536687
240905_HPC_screen_guide_13334	chr5:124536386-124536687
240905_HPC_screen_guide_13335	chr5:124536386-124536687
240905_HPC_screen_guide_13336	chr5:124536386-124536687
240905_HPC_screen_guide_13337	chr5:124536386-124536687
